person_name,acct_num,card_company,card_number,txn_datetime,merch_name,merch_cat,txn_amount,currency,pay_meth,city,txn_type,bill_cyc,txn_status
wjennings,GB89IHIW05532554449152,Diners Club,213161035236713,2025-12-03 23:39:06,FirstCry,Dining,47824.15,INR,Mobile Payment,North Aprilmouth,Refund,March,Reversed
randyhudson,GB54BLVL17161064106164,chhupay,3533750976479055,2025-09-18 00:48:12,Pantaloons,Electronics,73881.94,INR,Mobile Payment,West Johntown,Deposit,August,Approved
matthewgriffith,GB56RNEP92243868846103,Discover,3523606141818571,2025-01-01 14:10:12,Lenskart,Dining,41276.63,INR,UPI,Wongbury,Deposit,June,Declined
alexander60,GB62LOQS36814814384279,VISA,6011723533723525,2025-08-14 05:51:22,Meesho,Electronics,17865.33,INR,RTGS,Lake Darrell,Purchase,April,Approved
janicepatterson,GB25FKVW19100891538147,VISA,4062593689827,2025-11-13 07:20:22,BabyChakra,Health,23720.65,INR,Mobile Payment,Cartermouth,Withdrawal,June,Reversed
jjohnson,GB62RJTJ76007100074564,VISA,4366933881873,2025-09-27 21:42:24,Nykaa,Health,46365.29,INR,Credit Card,South Erikaland,Purchase,September,Pending
erin50,GB27XUCY07534440181920,Maestro,2254669351482345,2025-10-24 16:39:14,Infiniti Retail Ltd,Travel,15715.48,INR,RTGS,East Joy,Refund,January,Reversed
ashley30,GB07ACTD29216375098147,Discover,4165016627184434453,2025-06-19 13:29:53,Spencer’s Retail,Travel,61738.60,INR,NEFT,East Laurentown,Deposit,February,Declined
hamiltonbrandon,GB09MUYK42111550143781,Diners Club,377929549448228,2025-12-16 08:13:05,Aditya Birla Retai,Dining,67150.93,INR,UPI,East James,Withdrawal,September,Approved
brianramirez,GB26HIWL45132772381203,Discover,676267761168,2025-01-19 05:09:29,Myntra,Health,44392.13,INR,NEFT,West Heather,Refund,April,Reversed
bmoreno,GB54IQVN88264531089030,American Express,341356700305406,2025-05-12 21:20:24,Big Bazaar,Travel,45640.28,INR,Bank Transfer,Lake Crystalchester,Refund,June,Reversed
mariataylor,GB21LLOD09915250611195,Discover,376385434316197,2025-09-09 16:57:50,V-Mart Retail Ltd,Grocery,64607.68,INR,Mobile Payment,Coryberg,Purchase,September,Pending
flamb,GB64XFNS64587264109866,Mastercard,213111909081620,2025-03-04 07:03:47,Aditya Birla Retai,Travel,29269.43,INR,UPI,Morrisshire,Refund,February,Approved
vcrawford,GB57RIER08628252994913,VISA,4936807145242581,2025-04-01 09:57:40,Godrej Consumer Products,Dining,8239.18,INR,RTGS,Port Rebecca,Deposit,July,Approved
tammybeasley,GB43PLXD83347381090658,saphiro,676182042066,2025-09-08 01:53:56,JioMart,Clothing,13828.82,INR,NEFT,Lake Wandaview,Purchase,October,Reversed
trichardson,GB94FHFF87508953355995,American Express,180006519064900,2025-11-28 04:35:41,Zivame,Electronics,33054.64,INR,Bank Transfer,Robertshaven,Refund,July,Approved
amanda05,GB16LBEZ48961756434888,American Express,4101792235929546,2025-03-08 17:13:47,Pantaloons,Grocery,3922.33,INR,RTGS,Port Dwayneshire,Refund,November,Declined
osbornealexander,GB68ESYO16099982215957,amex,3553337594391832,2025-09-18 18:29:08,Westside,Dining,95722.26,INR,Credit Card,New Jessica,Withdrawal,September,Pending
mevans,GB98ZKOH03547749814225,Mastercard,4205176993043788,2025-10-25 23:44:59,Decathlon India,Dining,35885.80,INR,Mobile Payment,Simpsonport,Deposit,January,Approved
joseph03,GB32RWDW32044951502101,saphiro,4880682880597879,2025-08-26 07:44:46,HyperCity,Travel,98923.86,INR,NEFT,Wilsonfurt,Purchase,August,Reversed
robert07,GB25WJZE99982161499949,Maestro,6585751892279777,2025-07-02 01:01:44,Reliance Retail,Health,37857.83,INR,Mobile Payment,West Cindy,Purchase,July,Declined
dorispeters,GB15WTPU62504354101689,amex,342454694526340,2025-10-19 23:10:11,Central,Health,85694.73,INR,NEFT,South Kathleenside,Deposit,May,Reversed
asolis,GB93OBTL27006155028106,VISA,3582083077354880,2025-01-10 21:04:35,Nilgiris,Dining,88368.67,INR,Mobile Payment,Pattersonbury,Purchase,December,Approved
joshua80,GB18CMTH88835754609940,amex,36234231948897,2025-04-21 11:42:56,BabyChakra,Clothing,1274.46,INR,Mobile Payment,Brayview,Purchase,January,Pending
nlee,GB50XERJ04806432526993,Diners Club,4858208674066,2025-02-20 23:13:28,Decathlon India,Dining,15820.76,INR,UPI,South Elizabethmouth,Purchase,June,Declined
margaretlopez,GB27XQKK32685845023680,chhupay,3502178987226785,2025-04-27 01:19:47,Nykaa,Travel,44236.51,INR,Mobile Payment,Mendezstad,Purchase,February,Pending
kyle65,GB75IIPA10505279775427,Maestro,6525610482824587,2025-06-08 08:14:28,BlueStone,Health,71319.29,INR,Credit Card,East Kimberlyborough,Withdrawal,April,Pending
orodriguez,GB85IVHC51284855536248,saphiro,4351734119571066,2025-01-24 17:28:01,Avenue Supermarts,Dining,75749.20,INR,Mobile Payment,Fieldsberg,Withdrawal,March,Declined
johnpratt,GB16CVNO17925984004772,saphiro,2400294092727982,2025-02-10 05:44:49,BigBasket,Dining,58693.23,INR,NEFT,Markberg,Deposit,June,Approved
nancyanderson,GB31ELRQ46892165483159,rupay,4614031743288716097,2025-08-16 10:24:03,Titan Company,Clothing,64781.10,INR,Mobile Payment,Mcclainmouth,Withdrawal,September,Pending
emily61,GB70NMWL98946041531891,VISA,2713349375692113,2025-08-26 05:23:49,Nykaa,Health,37865.74,INR,NEFT,Jacksonstad,Refund,November,Declined
heidipalmer,GB72HPKH64477345172656,Discover,4603961101258631886,2025-06-25 22:31:54,Reliance Retail,Electronics,56217.15,INR,Debit Card,Davidmouth,Purchase,November,Declined
michaelcombs,GB92JJGU19549781825596,Maestro,347313653761998,2025-01-14 13:50:33,Pepperfry,Dining,73790.16,INR,Debit Card,Lake Toddstad,Deposit,January,Approved
holly11,GB70RTZR58119601593291,rupay,5481155705519964,2025-10-13 14:33:57,Future Group,Travel,87776.84,INR,Mobile Payment,Lake Edwinton,Withdrawal,July,Reversed
carterdarren,GB29GZVI76701972667429,Maestro,4996752139480,2025-09-16 16:41:32,FirstCry,Grocery,5218.01,INR,Mobile Payment,Jillstad,Withdrawal,March,Reversed
nlivingston,GB71TYYP89966528838692,chhupay,6011715323087095,2025-09-28 21:55:17,Metro Cash & Carry India,Grocery,64954.50,INR,UPI,Walkerview,Deposit,September,Approved
pruittamanda,GB86IMMM67645829862349,VISA,4803827931852971,2025-11-22 22:37:32,BlueStone,Travel,30700.83,INR,Debit Card,Lake Garyside,Deposit,December,Pending
ypayne,GB08CNXP70124038553661,Maestro,4505386677250,2025-05-05 00:45:34,Urban Ladder,Grocery,14579.49,INR,RTGS,Clarktown,Purchase,January,Pending
anthony08,GB81YQZA54061901077408,saphiro,3509486549067248,2025-08-19 04:20:54,ShopClues,Dining,47589.21,INR,NEFT,Olsonmouth,Purchase,August,Reversed
vbarber,GB27PIUN80825627321780,VISA,6553335966542613,2025-05-18 04:12:51,BlueStone,Travel,96130.26,INR,NEFT,Josephtown,Deposit,April,Declined
ihuang,GB55VXAK28727720461578,Diners Club,4683602600850043,2025-11-16 16:53:54,Big Bazaar,Travel,63615.43,INR,Debit Card,Garciafurt,Refund,February,Reversed
carterdarren,GB29UOYS08158740745430,amex,4955096635049321952,2025-12-26 16:17:02,JioMart,Grocery,44119.53,INR,Credit Card,Kennethshire,Withdrawal,June,Declined
ymays,GB62KUDA24421819865975,Mastercard,4340710534948,2025-10-26 11:31:53,Central,Travel,15404.34,INR,Bank Transfer,Brenttown,Purchase,April,Approved
dustin02,GB90BCSJ40374507987289,Mastercard,6551069088194159,2025-06-04 17:10:16,Reliance Digital,Electronics,58923.23,INR,Mobile Payment,Wolfstad,Withdrawal,June,Reversed
cathyferguson,GB71UGDD99111875712465,amex,2251219397789981,2025-09-05 00:22:53,Bewakoof,Grocery,37449.21,INR,Debit Card,Stephaniebury,Deposit,May,Pending
sandovalmary,GB90HLZY60910734614536,VISA,4715293364707093519,2025-03-13 04:14:37,BigBasket,Grocery,77539.80,INR,Mobile Payment,Joshuaside,Deposit,January,Pending
oryan,GB41MCJD83396640947029,Mastercard,30088834166042,2025-11-22 21:41:15,Titan Company,Health,22410.80,INR,Credit Card,Lake Thomasborough,Deposit,July,Declined
markgarrett,GB50LENI39188036776277,saphiro,6529248769564588,2025-12-11 07:58:40,Pepperfry,Travel,83392.85,INR,UPI,Stephenton,Refund,May,Approved
zacharynguyen,GB60JZDU18386774637297,Maestro,6011679466451684,2025-06-01 16:31:43,Brand Factory,Dining,15895.37,INR,UPI,South Katherine,Purchase,April,Pending
jerryjohnson,GB08WAIZ44343789734721,Mastercard,30251795067951,2025-11-23 10:06:40,Reliance Fresh,Electronics,16402.83,INR,RTGS,Nancyborough,Deposit,March,Approved
arthur90,GB30JSZH07304227251402,rupay,3502200363297030,2025-12-06 03:24:09,Pepperfry,Grocery,38504.72,INR,Debit Card,Jarvisport,Refund,April,Reversed
carlarobles,GB16ZUOU80310924426769,Discover,213109978394346,2025-09-14 23:13:48,DMart,Grocery,24216.05,INR,Debit Card,South Kayla,Refund,January,Pending
connergary,GB28TVKZ91201906668856,chhupay,4063822129868082,2025-08-23 09:27:18,Shoppers Stop,Dining,47164.61,INR,UPI,North Christophermouth,Withdrawal,February,Approved
gburns,GB23FUJV06365361683720,Maestro,4573282117255128,2025-05-17 01:12:56,Pepperfry,Dining,73507.51,INR,UPI,Portermouth,Refund,September,Reversed
perrymichelle,GB45SLFF78267301936563,Discover,213161223601777,2025-07-16 02:57:59,Godrej Consumer Products,Dining,20175.12,INR,Debit Card,Wrightbury,Deposit,February,Pending
joseph73,GB15JSOG41091408246563,amex,501821961197,2025-12-13 10:41:56,Spencer’s Retail,Grocery,79923.02,INR,Credit Card,Port Christopherside,Deposit,August,Reversed
lunadaniel,GB14URNG03740350758113,rupay,2228041401642042,2025-02-05 19:26:46,Zivame,Grocery,518.73,INR,Bank Transfer,Claymouth,Deposit,March,Declined
martha62,GB80XHXT84377444161902,Mastercard,3596242773543865,2025-02-07 12:19:41,FirstCry,Grocery,13232.24,INR,Debit Card,Ginamouth,Refund,July,Reversed
ashleysantiago,GB40UAWC85830654609390,saphiro,213109671124594,2025-02-13 02:58:29,Myntra,Dining,80342.35,INR,UPI,South Susan,Purchase,March,Pending
alexander80,GB72DAWT51822380517547,amex,4053459251657009,2025-02-24 02:38:23,Infiniti Retail Ltd,Grocery,96047.43,INR,Mobile Payment,Davidfurt,Purchase,September,Reversed
hermansusan,GB19URGX86376671703280,VISA,36509353287442,2025-03-09 19:25:57,Flipkart,Electronics,32761.71,INR,Debit Card,East Theresaport,Withdrawal,October,Reversed
joelramirez,GB75GAVJ55004461107664,Diners Club,4648168558438670579,2025-01-14 20:26:19,DMart,Dining,29809.19,INR,UPI,Amandaland,Refund,May,Approved
perryisabel,GB50NLCK53187511870457,VISA,374920110177810,2025-07-19 02:16:33,BigBasket,Dining,61214.67,INR,Mobile Payment,North Duane,Withdrawal,April,Declined
lopezmary,GB31OVDQ00229087781828,Diners Club,6559811042335747,2025-11-10 00:14:14,Infiniti Retail Ltd,Grocery,61456.53,INR,Bank Transfer,Deannaton,Purchase,December,Declined
lwilliamson,GB34ANTU91293998155789,saphiro,3563514174878143,2025-06-18 22:22:11,Myntra,Grocery,38573.09,INR,RTGS,Port Carrie,Withdrawal,October,Approved
housebrittany,GB91XYDK01238580157800,Discover,180070281833777,2025-04-01 00:17:27,Metro Cash & Carry India,Grocery,23597.64,INR,NEFT,Port Carloston,Refund,January,Declined
alexander80,GB12RWHK00024293558397,VISA,374950889692103,2025-03-18 22:47:58,Urban Ladder,Travel,12402.51,INR,Mobile Payment,Muellerstad,Withdrawal,October,Declined
ashley30,GB86TWSM38654113802966,rupay,2517950877130573,2025-08-15 17:50:40,Godrej Consumer Products,Travel,11388.62,INR,Credit Card,South Susanland,Withdrawal,February,Reversed
reginaschultz,GB17ECEZ88036755266501,American Express,213152387680046,2025-05-12 09:29:45,Decathlon India,Grocery,39964.61,INR,RTGS,Robertton,Withdrawal,August,Pending
cynthia59,GB31GBHY44730692004252,Diners Club,213105020352233,2025-05-28 23:45:24,Central,Clothing,27651.10,INR,Debit Card,Lake Aaron,Refund,March,Declined
hurleykyle,GB07ELSW90996145447072,VISA,4112194141028955778,2025-11-03 19:16:42,Godrej Consumer Products,Grocery,8386.77,INR,Bank Transfer,Campbellton,Refund,December,Pending
stewartedwin,GB73VMBP35498396759584,amex,4464202715857234390,2025-08-13 06:32:19,Amazon India,Grocery,31693.74,INR,RTGS,Summersfurt,Refund,December,Approved
daniel45,GB48UGEG63971088793670,American Express,4077470206408853,2025-08-06 12:52:36,FirstCry,Electronics,29049.45,INR,RTGS,Walkerfurt,Deposit,February,Approved
carolhubbard,GB65HVGD20996136109361,Mastercard,676220467846,2025-03-19 14:53:50,ShopClues,Grocery,17169.27,INR,Mobile Payment,North Shaun,Purchase,May,Declined
cassandra34,GB44LXBH53001134921287,VISA,213161223601777,2025-09-08 11:08:18,Pepperfry,Electronics,23056.69,INR,Credit Card,Williamsbury,Purchase,December,Declined
allendakota,GB31BVDC73803751780158,VISA,3529310258953420,2025-02-16 05:35:36,IKEA India,Grocery,3821.26,INR,Mobile Payment,Chandlerbury,Withdrawal,February,Declined
williamskendra,GB53TGVK54292805157819,amex,30066377466292,2025-04-14 03:38:04,Pepperfry,Travel,54693.78,INR,RTGS,Jerryview,Refund,May,Pending
jacksonmatthew,GB88XUZQ68293260274699,Mastercard,675924765729,2025-12-23 12:24:50,Reliance Digital,Electronics,76207.82,INR,Credit Card,West Jeff,Withdrawal,July,Declined
ronald47,GB09TTDJ33870323394371,saphiro,213102300804116,2025-02-05 14:12:33,Reliance Fresh,Electronics,30323.51,INR,Debit Card,Port Larry,Deposit,August,Approved
melanie07,GB20UMLZ93193320396697,Mastercard,3598318492504939,2025-08-24 09:33:58,Godrej Consumer Products,Health,5801.90,INR,Debit Card,South Matthew,Purchase,February,Declined
ayalanicole,GB37PUTZ12673914138126,chhupay,36816195569485,2025-09-30 15:24:20,Foodhall,Health,5022.37,INR,Bank Transfer,Cunninghamtown,Purchase,March,Reversed
ufrench,GB18HJEV07964068758778,Mastercard,342454694526340,2025-03-09 01:45:02,Amazon India,Health,28864.29,INR,RTGS,South Christopher,Purchase,December,Pending
nathanblankenship,GB60SQLV77904169104888,VISA,4846784729552462,2025-02-02 13:08:30,BigBasket,Travel,76363.78,INR,UPI,Kennedyberg,Deposit,November,Approved
taratrujillo,GB70UUOB04639620013219,Mastercard,3555120567027940,2025-08-22 14:04:08,Brand Factory,Grocery,54592.12,INR,Debit Card,Victoriaside,Deposit,August,Reversed
cbrown,GB56RNQP63079092087152,amex,575023974935,2025-12-21 15:01:42,Central,Clothing,93908.60,INR,NEFT,New Daniel,Purchase,March,Approved
hansonrachel,GB13SJNL97796234031826,Diners Club,3513069450575534,2025-11-27 23:15:15,Metro Cash & Carry India,Grocery,31851.10,INR,NEFT,Grossland,Purchase,October,Approved
jkennedy,GB91SXCZ05185287597714,chhupay,375276330022248,2025-07-29 05:36:22,Amazon India,Health,72125.09,INR,Debit Card,Port Heatherland,Deposit,January,Declined
cbrown,GB18OYCZ72463724052479,VISA,4471696730209963131,2025-05-06 13:54:43,Metro Cash & Carry India,Electronics,97281.48,INR,Debit Card,North Meghan,Withdrawal,July,Reversed
carolyn69,GB85BHLX09706997378457,VISA,30539305440894,2025-01-31 14:17:59,Titan Company,Health,68253.71,INR,RTGS,Morrisfurt,Purchase,June,Pending
jenkinsnathaniel,GB77HFMQ16412231637607,VISA,4692166720050040,2025-08-22 21:26:11,BigBasket,Dining,17968.11,INR,Mobile Payment,Laceyfort,Purchase,August,Declined
kevin39,GB41UNYL02155344418335,VISA,4571357028917511,2025-04-26 22:42:27,CaratLane,Travel,46085.05,INR,Credit Card,Port Robertside,Purchase,October,Approved
gburns,GB51WDZU89066168594739,VISA,180028694206627,2025-03-26 10:52:48,Amazon India,Electronics,14554.97,INR,NEFT,East Kristinatown,Purchase,December,Reversed
ubell,GB62KGIE13028909801648,Maestro,341173486601100,2025-10-14 00:27:27,Metro Cash & Carry India,Dining,16424.33,INR,UPI,Ashleyfurt,Purchase,April,Reversed
omartinez,GB87PLJX45418164144101,amex,30227396035530,2025-05-31 14:00:30,Infiniti Retail Ltd,Grocery,77164.53,INR,RTGS,Pricetown,Refund,August,Pending
jtownsend,GB47OSNX75963163457700,Discover,3529271642605482,2025-10-29 07:03:50,ShopClues,Travel,26985.23,INR,UPI,Stevenside,Purchase,January,Reversed
merrittlinda,GB14YJSA35349800774381,VISA,4077470206408853,2025-07-21 09:27:33,Spar Hypermarket,Health,80584.96,INR,UPI,Davidtown,Deposit,August,Reversed
jjensen,GB82MIBY44503943416515,VISA,6511421050592457,2025-05-06 22:22:38,Lenskart,Dining,48403.89,INR,Credit Card,Barkerstad,Purchase,September,Pending
grahamderrick,GB55SBAV12195433748702,amex,4234693491989353580,2025-05-09 16:02:19,DMart,Dining,1126.98,INR,Debit Card,East Brendafort,Withdrawal,March,Declined
beckcharles,GB83QOVY51394709501317,VISA,502026475512,2025-05-26 18:18:38,IKEA India,Clothing,9221.41,INR,UPI,East Christon,Deposit,August,Declined
berrynathaniel,GB87OOOP82786287118190,saphiro,4964604880911925,2025-04-15 07:45:38,Avenue Supermarts,Electronics,64089.93,INR,Bank Transfer,Lake Charles,Deposit,October,Declined
wsanford,GB45ZHAU03620304092420,Diners Club,3587215104712376,2025-10-16 15:36:15,DMart,Clothing,28379.25,INR,Mobile Payment,West Tinaburgh,Withdrawal,February,Pending
tonya60,GB56PKXG77363503342702,American Express,4819968755700306275,2025-09-04 16:32:11,Urban Ladder,Clothing,72751.96,INR,UPI,Warnermouth,Withdrawal,November,Declined
savannah35,GB56RZGG91896332062387,VISA,4375851458903,2025-07-11 02:56:57,Spencer’s Retail,Health,77113.97,INR,NEFT,Lake Jason,Refund,December,Pending
elizabethroth,GB45QAIG61582955906536,Diners Club,676230258904,2025-04-08 00:18:26,HyperCity,Electronics,4772.73,INR,RTGS,Barnesshire,Refund,August,Declined
francis99,GB98HNTQ56463975783175,Discover,3502200363297030,2025-12-26 08:20:56,Big Bazaar,Health,46205.00,INR,Mobile Payment,North John,Deposit,August,Declined
patricia76,GB23JWZM66893976753042,amex,3509097843336807,2025-08-29 01:10:07,Metro Cash & Carry India,Dining,26889.84,INR,Debit Card,New Amy,Withdrawal,March,Pending
tiffanysmith,GB41TQJV55913680103627,American Express,2287794566192678,2025-10-07 18:23:41,Pepperfry,Grocery,80133.28,INR,NEFT,South Gary,Refund,March,Pending
perryisabel,GB79ESGB02711044987627,Mastercard,571796652949,2025-10-31 19:38:40,Spencer’s Retail,Health,18687.37,INR,Mobile Payment,East Kristymouth,Deposit,February,Reversed
otran,GB60JSHH93848779386744,VISA,38909866176405,2025-07-27 02:21:04,Fabindia,Clothing,5728.64,INR,Bank Transfer,Mooneyside,Deposit,September,Approved
xgarrett,GB80RIKG40449327597434,Maestro,4293588933853840,2025-01-13 08:33:35,Foodhall,Health,87920.49,INR,Mobile Payment,Christianshire,Refund,July,Pending
mdavis,GB04UHNO78080946417880,amex,341356700305406,2025-02-14 03:08:30,Avenue Supermarts,Electronics,20490.71,INR,Bank Transfer,West Deanshire,Purchase,May,Approved
jeremiahscott,GB16HAGU73779257231012,chhupay,2579949907097054,2025-05-31 04:21:46,Pepperfry,Clothing,63157.98,INR,Bank Transfer,Torreschester,Refund,August,Reversed
martinrobert,GB40TTKN38993171529221,amex,6011125725118557,2025-02-02 13:57:06,ShopClues,Grocery,60061.50,INR,NEFT,New Davidstad,Withdrawal,April,Reversed
jonestara,GB35HRFA68737824894193,Maestro,4846784729552462,2025-01-24 14:15:08,Snapdeal,Clothing,46824.02,INR,Mobile Payment,Lake Regina,Withdrawal,March,Approved
rodney34,GB36DWHW19444449335209,Discover,4984325201313093489,2025-02-28 20:25:02,DMart,Health,9757.01,INR,Debit Card,Garrettfurt,Deposit,November,Pending
kristinsmith,GB43AKUO31849436853917,VISA,676188125311,2025-01-12 21:14:51,Marks & Spencer India,Health,9582.85,INR,Debit Card,North Hectorfort,Deposit,August,Pending
drichardson,GB20POQR38519537866544,amex,3545703623552796,2025-10-06 07:28:02,Decathlon India,Dining,40890.37,INR,UPI,East David,Purchase,February,Reversed
tanyagutierrez,GB07YVZS64551514104386,saphiro,3535453407458511,2025-04-25 16:36:48,Shoppers Stop,Dining,45202.96,INR,Bank Transfer,Port Jessicamouth,Purchase,February,Pending
carlos91,GB23NKWP08130733123828,American Express,213120646355007,2025-03-11 12:15:56,V-Mart Retail Ltd,Grocery,68812.16,INR,Debit Card,Gregoryhaven,Refund,May,Approved
hernandezchelsea,GB75KIQR90994875029985,chhupay,6011715323087095,2025-04-24 15:21:13,Trends,Travel,10979.96,INR,Bank Transfer,Ethanshire,Deposit,March,Approved
tammy80,GB50COVC31334432938799,VISA,4123465103479828317,2025-11-15 16:11:59,Aditya Birla Retai,Clothing,53758.59,INR,UPI,Harperchester,Purchase,December,Reversed
andrew11,GB32CWIB08535096929854,VISA,4677259628801918,2025-01-29 15:05:43,Foodhall,Health,58075.25,INR,Bank Transfer,Wileybury,Refund,February,Approved
breanna26,GB62GYML74150924022712,Mastercard,4035891289780291,2025-01-22 10:52:57,ShopClues,Clothing,75058.40,INR,Mobile Payment,Keithmouth,Refund,June,Pending
dbailey,GB42GFGO55387152262491,VISA,3535900652708578,2025-11-30 01:56:22,Future Group,Electronics,85373.12,INR,Debit Card,Port Morganborough,Withdrawal,May,Declined
jhansen,GB29KWAX50001216758625,Discover,4442953876547,2025-02-01 09:03:49,Metro Cash & Carry India,Grocery,7830.18,INR,RTGS,East Michael,Purchase,October,Declined
bakercarrie,GB54LMMY46002181488094,Mastercard,30292908155218,2025-11-18 23:20:48,Lenskart,Grocery,54258.90,INR,Debit Card,Taylorberg,Refund,November,Reversed
brownmelinda,GB61NNFM74952007763702,VISA,30352979413944,2025-05-26 14:57:59,Godrej Consumer Products,Clothing,48880.73,INR,NEFT,Jenniferberg,Refund,August,Declined
jchavez,GB40SKOD72696573341390,amex,4803827931852971,2025-04-21 00:25:26,Fabindia,Travel,61280.04,INR,Debit Card,Jorgestad,Refund,November,Declined
merrittlinda,GB30EPJK77983383688736,Diners Club,373365499027353,2025-10-24 15:58:50,Fabindia,Electronics,90139.90,INR,Debit Card,Crawfordmouth,Refund,September,Reversed
sheltonmary,GB28NVPG76134399191523,Maestro,4273029256723,2025-03-09 17:06:02,Infiniti Retail Ltd,Grocery,31913.21,INR,RTGS,Elliotthaven,Withdrawal,June,Reversed
gflynn,GB33UJQX96738597360861,Mastercard,3506916593996796,2025-08-03 12:03:54,Westside,Travel,89207.56,INR,Bank Transfer,North Kristinmouth,Deposit,October,Declined
travis49,GB90IHQT42051089010450,VISA,180038849189875,2025-11-11 08:57:47,JioMart,Travel,80395.94,INR,UPI,Alexisfurt,Withdrawal,December,Approved
scott71,GB42UGXD40574423450035,Discover,5381077883244929,2025-07-17 10:56:41,FirstCry,Dining,71182.58,INR,Bank Transfer,Port Melody,Deposit,December,Reversed
rebeccaruiz,GB22QGOE04560279173631,Mastercard,4872683140576141,2025-08-26 04:28:59,Fabindia,Travel,33490.30,INR,UPI,South Anneside,Refund,October,Pending
michael02,GB14WLOK23218624632165,VISA,3562591287390746,2025-05-21 18:23:23,Reliance Retail,Electronics,96619.62,INR,RTGS,Proctormouth,Purchase,January,Approved
connorpaul,GB34IYFC95415742682121,rupay,180022361203223,2025-05-09 17:42:05,BlueStone,Grocery,64773.16,INR,Debit Card,South Veronica,Deposit,May,Reversed
samantha19,GB37SYJE30927173719436,Discover,5187237245524725,2025-05-26 07:08:21,Avenue Supermarts,Clothing,5710.63,INR,UPI,Figueroashire,Refund,August,Pending
sbender,GB41LSWS30549459668313,American Express,4289446761575355,2025-10-14 22:48:15,Titan Company,Grocery,29710.64,INR,NEFT,Juliechester,Deposit,March,Reversed
john12,GB40YZYW36326389146848,VISA,3518010417959267,2025-12-22 13:08:09,Trends,Clothing,74688.60,INR,Bank Transfer,New Kimberlyport,Deposit,June,Pending
john26,GB22GRSO58207895403603,American Express,3563258858001552,2025-08-01 11:38:28,Reliance Fresh,Grocery,87386.81,INR,RTGS,Steventon,Withdrawal,June,Declined
cmaynard,GB32IWCQ00986211592212,VISA,4704185619118714,2025-03-21 02:03:14,CaratLane,Travel,38730.89,INR,RTGS,Derrickmouth,Deposit,February,Pending
audrey77,GB51FBBR84666701917896,Mastercard,4704185619118714,2025-08-19 02:16:22,Reliance Retail,Travel,36019.51,INR,RTGS,Carrport,Withdrawal,March,Approved
derrick91,GB18YWCD65501062530290,VISA,676267761168,2025-03-18 21:51:34,Metro Cash & Carry India,Clothing,57676.01,INR,Debit Card,Bradyville,Deposit,February,Reversed
angie41,GB03IOTL23317501967942,American Express,4364456371232,2025-10-02 08:08:59,Fabindia,Grocery,14127.22,INR,UPI,Bridgestown,Deposit,April,Declined
flamb,GB04FJFU69101389700015,VISA,2288481514748681,2025-04-09 21:25:42,Lenskart,Dining,91691.45,INR,Credit Card,Hancockside,Purchase,May,Approved
hernandezrobert,GB77JSGX44000800836474,amex,30288291161144,2025-07-24 02:10:34,Future Group,Electronics,43973.47,INR,RTGS,Bookerburgh,Refund,July,Approved
cgarza,GB03VKKT25763691036065,VISA,4542358826191690224,2025-11-29 21:36:11,Decathlon India,Electronics,18159.49,INR,Mobile Payment,Jamesstad,Refund,January,Reversed
qdrake,GB28OELD78234514878763,amex,2298055948120382,2025-06-16 23:41:26,ShopClues,Dining,13831.39,INR,Credit Card,New Amanda,Refund,January,Reversed
bruce08,GB71CTGJ67454513198312,VISA,3531667197348970,2025-10-26 21:54:58,Decathlon India,Clothing,51941.71,INR,UPI,Lake Dennis,Refund,January,Pending
kathleen46,GB60CAPL79038834742279,rupay,4959849032351837936,2025-07-20 19:22:51,Aditya Birla Retai,Clothing,50337.11,INR,UPI,Bakerfort,Withdrawal,June,Pending
cduke,GB55VCMZ16953012112809,rupay,3594775995844274,2025-08-18 03:42:01,Aditya Birla Retai,Grocery,53485.87,INR,UPI,Smithshire,Refund,April,Reversed
sarah08,GB24RQUB19420738935768,saphiro,341900001082816,2025-09-15 12:52:06,FirstCry,Dining,69502.44,INR,Credit Card,Johnsonview,Purchase,February,Declined
andersonkenneth,GB56CIYY90951601041911,VISA,2224248692655203,2025-04-28 17:09:35,Godrej Consumer Products,Grocery,2749.46,INR,Credit Card,South Samuel,Purchase,October,Declined
michael67,GB50HPAT53512020240438,VISA,4608635057793,2025-10-07 19:49:55,Fabindia,Health,30341.48,INR,Credit Card,East Sharon,Deposit,November,Approved
kristinchoi,GB32HUNL48025148932772,chhupay,4488365500339378714,2025-12-02 01:07:03,Fabindia,Health,74420.74,INR,NEFT,Chelseabury,Deposit,December,Approved
chad74,GB77ZUGO66182183121259,Diners Club,4317802347955535,2025-10-07 07:06:47,Godrej Consumer Products,Grocery,6308.96,INR,UPI,Port Anthony,Deposit,March,Reversed
brownmark,GB95DRDH10526832829199,Maestro,6551069088194159,2025-11-26 07:12:02,Lenskart,Dining,56293.23,INR,RTGS,Port Jasonstad,Refund,December,Pending
alexandervicki,GB16RIHV40123260055448,VISA,2228041401642042,2025-02-21 05:21:24,Future Group,Grocery,45106.29,INR,RTGS,Port Henry,Refund,February,Approved
housebrittany,GB82HVAV60160127751769,VISA,30085596597992,2025-12-26 22:15:21,Fabindia,Dining,19330.96,INR,NEFT,South Melaniestad,Refund,November,Reversed
brianramirez,GB24VXVF89682528669918,Discover,3582083077354880,2025-11-17 00:27:52,Infiniti Retail Ltd,Health,66810.42,INR,Debit Card,South Robertfurt,Withdrawal,June,Declined
